#CHROM,POS,ID,OBS_CT,HUDSON_FST,coords,z.glm,p.glm,beta.godmc,cpg.godmc,pct.godmc
1,926250,.,2503,0.214089,1_926250,-16.3931,2.1434e-60,-0.2991253,cg10146935,0.730452553364913
1,959193,.,2503,0.250046,1_959193,-14.7216,4.68531e-49,-0.6091174,cg06324192,0.946987505857245
1,1175206,.,2503,0.423026,1_1175206,23.2835,6.51161e-120,-0.2976187,cg04972348,0.728739678452034
1,1184277,.,2503,0.437286,1_1184277,23.5132,2.99184e-122,-0.1484863,cg06443533,0.397123157675058
1,1195463,.,2503,0.240333,1_1195463,17.696,4.50132e-70,-0.1256993,cg15492552,0.30088321343209
1,1197697,.,2503,0.246566,1_1197697,17.8972,1.23979e-71,0.1710774,cg09021712,0.476998255623939
1,1205055,.,2503,0.413032,1_1205055,22.9853,6.54405e-117,-0.0711319,cg13100600,0.0648372375068417
1,1220751,.,2503,0.31291,1_1220751,19.3726,1.31339e-83,-0.1618371,cg04981007,0.446473643383381
1,1230159,.,2503,0.316307,1_1230159,19.0975,2.64642e-81,0.2318613,cg10143960,0.628573903661615
1,1259424,.,2503,0.55266,1_1259424,24.5801,2.06265e-133,0.2811904,cg03278726,0.707933170314893
1,1268558,.,2503,0.32882,1_1268558,-15.2293,2.25928e-52,-0.4195767,cg23891364,0.858414153465717
1,1274980,.,2503,0.401204,1_1274980,-18.9477,4.61505e-80,-0.1698833,cg19270739,0.473198429667781
1,1275055,.,2503,0.320717,1_1275055,-15.0582,3.04917e-51,0.2446146,cg01437515,0.65214463752023
1,1275468,.,2503,0.320456,1_1275468,-15.0613,2.90946e-51,0.3186922,cg23394673,0.752243472371525
1,1275912,.,2503,0.3993,1_1275912,-18.8956,1.24066e-79,0.2712258,cg06909630,0.694131729924909
1,1277269,.,2503,0.43281,1_1277269,-20.1975,1.03044e-90,-0.1002492,cg01198994,0.181710433573923
1,1277415,.,2503,0.399108,1_1277415,-17.7345,2.27024e-70,0.2224018,cg03400623,0.609759843124284
1,1284756,.,2503,0.475377,1_1284756,-19.389,9.56396e-84,-0.3679865,cg16995668,0.808854972653066
1,1298561,.,2503,0.459563,1_1298561,-19.7367,1.04383e-86,-0.4108619,cg18224942,0.851070448379463
1,1309988,.,2503,0.554332,1_1309988,24.656,3.17235e-134,-0.1650177,cg08161163,0.4574557310432
1,1312114,.,2503,0.550711,1_1312114,24.5017,1.4176e-132,0.3422252,cg12208770,0.779137577325474
1,1363898,.,2503,0.304119,1_1363898,-17.5244,9.32596e-69,0.5290623,cg00060374,0.921562141920546
1,1367874,.,2503,0.299348,1_1367874,-16.8865,5.65845e-64,-0.203698,cg14795268,0.568540591197792
1,1367919,.,2503,0.299017,1_1367919,-16.8118,2.00054e-63,0.3858665,cg05387269,0.827661157903441
1,1368763,.,2503,0.289635,1_1368763,-16.5334,2.10896e-61,0.4077113,cg00968800,0.848203843927563
1,1370113,.,2503,0.471507,1_1370113,23.1285,2.3922e-118,-0.3775933,cg02506753,0.818994404608618
1,1370320,.,2503,0.292058,1_1370320,-16.6629,2.43776e-62,-0.0975992,cg07671976,0.169921129001138
1,1419135,.,2503,0.199366,1_1419135,-12.7831,2.03854e-37,0.6100993,cg04865726,0.94720013860505
1,1430908,.,2503,0.505041,1_1430908,24.0951,2.81024e-128,0.1737922,cg09603935,0.485586256049205
1,1431450,.,2503,0.505659,1_1431450,24.0933,2.93883e-128,0.4956615,cg00305774,0.906504593261117
1,1434687,.,2503,0.248501,1_1434687,-15.6978,1.56646e-55,0.8738788,cg09668627,0.984095857992826
1,1469429,.,2503,0.42634,1_1469429,-19.3077,4.62454e-83,-0.3169197,cg00391668,0.750282525919538
1,1487887,.,2503,0.413685,1_1487887,-19.6877,2.75135e-86,0.7025269,cg19517490,0.966191393098886
1,1490320,.,2503,0.41228,1_1490320,-19.6873,2.76954e-86,0.2323773,cg13487474,0.629503187522395
1,1531448,.,2503,0.318562,1_1531448,-15.3333,4.58268e-53,-0.3181802,cg13388025,0.751782768084612
1,1531601,.,2503,0.321442,1_1531601,-15.3431,3.94219e-53,-0.7761589,cg13893866,0.975732303245799
1,1537160,.,2503,0.312965,1_1537160,20.9568,1.62522e-97,0.7329256,cg04126957,0.970609429081072
1,1537493,.,2503,0.310346,1_1537493,20.6082,2.31774e-94,-0.4655031,cg20755353,0.890092495245296
1,1538787,.,2503,0.340029,1_1538787,21.4972,1.65211e-102,-0.0973224,cg09870910,0.168661083088215
1,1539491,.,2503,0.350473,1_1539491,21.6905,2.52119e-104,-0.1017845,cg04882394,0.188932071712363
1,1541864,.,2503,0.390906,1_1541864,22.5159,2.90108e-112,0.4219965,cg01802295,0.860260908256845
1,1542773,.,2503,0.382504,1_1542773,22.3302,1.88093e-110,-0.1832301,cg12280407,0.513972727881272
1,1542793,.,2503,0.383257,1_1542793,22.3316,1.82114e-110,0.1798833,cg16306898,0.504002614595269
1,1543953,.,2503,0.383174,1_1543953,22.3473,1.28263e-110,0.1214778,cg15487867,0.281777767277395
1,1554290,.,2503,0.237673,1_1554290,17.8717,1.96012e-71,0.3630501,cg12407057,0.80343283758402
1,1554548,.,2503,0.247245,1_1554548,18.1932,5.84248e-74,-0.1421739,cg07211239,0.372063994581803
1,1554781,.,2503,0.339002,1_1554781,21.462,3.52634e-102,0.1343328,cg03467014,0.339483932445789
1,1555179,.,2503,0.252937,1_1555179,18.3525,3.15516e-75,-0.1376131,cg03427058,0.353415315070543
1,1555247,.,2503,0.340347,1_1555247,21.5037,1.43765e-102,0.2141505,cg11586519,0.592253080221611
1,1555871,.,2503,0.268504,1_1555871,18.8784,1.71871e-79,0.1134976,cg13321900,0.243992140463618
1,1559703,.,2503,0.319982,1_1559703,20.9124,4.12666e-97,-0.1185267,cg08271362,0.267751881209172
1,1560765,.,2503,0.366599,1_1560765,21.8956,2.86077e-106,0.1519623,cg13853186,0.410511145499864
1,1565561,.,2503,0.345549,1_1565561,21.6339,8.62128e-104,-0.1331131,cg00297832,0.334160238463689
1,1565684,.,2503,0.345549,1_1565684,21.6339,8.62128e-104,-0.1266125,cg06358191,0.305092554309948
1,1567715,.,2503,0.345212,1_1567715,21.6264,1.01435e-103,0.1227156,cg10814135,0.287562165546407
1,1567719,.,2503,0.345212,1_1567719,21.6264,1.01435e-103,-0.0692254,cg11526073,0.0587614536204663
1,1575421,.,2503,0.354263,1_1575421,21.7752,3.99086e-105,-0.1454123,cg00657094,0.384912525250139
1,1575724,.,2503,0.360037,1_1575724,21.8846,3.64261e-106,-0.1209678,cg07479014,0.279194673155903
1,2056364,.,2503,0.340061,1_2056364,19.6961,2.32877e-86,0.2520648,cg12718519,0.664697844927725
1,2056554,.,2503,0.288449,1_2056554,19.5427,4.76093e-85,-0.1600552,cg00095688,0.440145850314421
1,2059723,.,2503,0.237297,1_2059723,-15.8366,1.74019e-56,-0.295504,cg27312944,0.726341653574002
1,2065141,.,2503,0.273881,1_2065141,19.125,1.56518e-81,0.1425607,cg25976434,0.373615426112089
1,2065495,.,2503,0.291398,1_2065495,19.6754,3.50695e-86,-0.1477786,cg17495046,0.394217176788379
1,2065711,.,2503,0.244852,1_2065711,17.2996,4.74013e-67,0.2561472,cg15502607,0.671486342283597
1,2069856,.,2503,0.245835,1_2069856,18.0674,5.76133e-73,-0.0927073,cg08732456,0.147571064620667
1,2070417,.,2503,0.314746,1_2070417,20.1836,1.36305e-90,0.1816219,cg20300514,0.509160927551298
1,2084530,.,2503,0.281458,1_2084530,19.1798,5.46201e-82,0.1562362,cg01927825,0.426387724002693
1,2085196,.,2503,0.268165,1_2085196,18.74,2.33815e-78,-0.0504235,cg21209510,0.0137975027465063
1,2088267,.,2503,0.205647,1_2088267,16.4831,4.85255e-61,-0.1287623,cg24557048,0.314920912430747
1,2088904,.,2503,0.233171,1_2088904,17.345,2.15246e-67,-0.1507907,cg04771433,0.406069483656811
1,2097768,.,2503,0.19891,1_2097768,17.2695,7.98926e-67,-0.1493565,cg02050917,0.40058040864864
1,2101935,.,2503,0.199803,1_2101935,17.1554,5.72521e-66,0.1660329,cg07797073,0.460924794947216
1,2889542,.,2503,0.233057,1_2889542,17.6752,6.51494e-70,0.4383071,cg16247931,0.872825928594773
1,2920337,.,2503,0.249749,1_2920337,-13.138,1.99311e-39,-1.4192107,cg24592500,0.998531258982749
1,3135937,.,2503,0.320183,1_3135937,21.3256,6.56705e-101,-0.4192238,cg17455155,0.858122767848353
1,3213452,.,2503,0.234744,1_3213452,16.5827,9.29255e-62,0.4314729,cg04924128,0.867821183734382
1,3214671,.,2503,0.233651,1_3214671,16.5313,2.18514e-61,0.1521499,cg22976360,0.411180544891104
1,3216858,.,2503,0.231928,1_3216858,16.4018,1.85671e-60,0.1287914,cg12408250,0.315031166448128
1,3220635,.,2503,0.241326,1_3220635,16.8209,1.71643e-63,0.2114196,cg25150520,0.586185171622191
1,3223178,.,2503,0.241436,1_3223178,16.8009,2.40448e-63,-0.156113,cg10493186,0.425934895002737
1,3229990,.,2503,0.209656,1_3229990,-14.8744,4.83113e-50,0.2456154,cg22497969,0.653940202946145
1,3230198,.,2503,0.210676,1_3230198,-14.9283,2.15776e-50,-0.2160557,cg14969646,0.596549049255982
1,3230466,.,2503,0.261249,1_3230466,17.282,6.42635e-67,0.146561,cg01777678,0.389492004614918
1,3245645,.,2503,0.19982,1_3245645,-15.1555,6.96553e-52,-0.2593536,cg03885431,0.676624967022236
1,3284506,.,2503,0.23723,1_3284506,-13.792,2.84914e-43,-0.4088974,cg10328768,0.849227631231813
1,3373407,.,2503,0.21038,1_3373407,17.6239,1.61373e-69,0.3170973,cg16176095,0.750510909241256
1,3582119,.,2503,0.209453,1_3582119,16.4439,9.27223e-61,-0.5430549,cg25279739,0.926940962911336
1,3718096,.,2503,0.234709,1_3718096,-16.0843,3.28889e-58,0.0705975,cg09248714,0.0632346166113428
1,3724462,.,2503,0.332767,1_3724462,20.4862,2.85854e-93,0.1019233,cg03760518,0.189538468807957
1,6493742,.,2503,0.236746,1_6493742,-13.7961,2.69091e-43,0.2295705,cg10328583,0.624147992392473
1,7492441,.,2503,0.21797,1_7492441,-15.5037,3.27355e-54,-0.5790083,cg11755201,0.938757830988467
1,7501170,.,2503,0.289287,1_7501170,-10.0919,6.00117e-24,0.3017719,cg24501872,0.733555416425486
1,7934360,.,2503,0.211154,1_7934360,-15.3672,2.7174e-53,0.1235069,cg14153654,0.291109982319981
1,7941904,.,2503,0.220184,1_7941904,-12.7844,2.0034e-37,0.9593022,cg23631229,0.989183293366252
1,7948908,.,2503,0.210684,1_7948908,18.3452,3.60394e-75,-0.1032688,cg21814278,0.196071019337767
1,7986287,.,2503,0.234253,1_7986287,19.0576,5.68137e-81,-0.1351117,cg14150803,0.342842742332424
1,8001713,.,2503,0.232455,1_8001713,18.9925,1.96704e-80,0.0450788,cg00768179,0.0061151603211542
1,9225903,.,2503,0.204985,1_9225903,-14.9609,1.32323e-50,0.1355646,cg09122657,0.344835189932233
1,9631917,.,2503,0.322195,1_9631917,19.8787,6.21661e-88,-0.1177919,cg16597045,0.264377320748625
1,9637133,.,2503,0.25641,1_9637133,18.6492,1.28109e-77,0.1209623,cg22595920,0.279155296721124
1,9644867,.,2503,0.217254,1_9644867,-16.3095,8.44593e-60,-0.4993565,cg20994801,0.908311971617466
1,9647370,.,2503,0.340967,1_9647370,21.4129,1.01277e-101,-0.3831028,cg07793148,0.824711862938506
1,9649677,.,2503,0.280519,1_9649677,19.6468,6.15473e-86,0.2232955,cg11980800,0.611575096767589
1,9653442,.,2503,0.205458,1_9653442,17.3644,1.53615e-67,-0.2070687,cg16895792,0.576482818092684
1,9697694,.,2503,0.20491,1_9697694,-14.5315,7.65721e-48,0.7144782,cg07805542,0.967990896168279
1,9721354,.,2503,0.310137,1_9721354,21.2644,2.42681e-100,0.1179082,cg14206273,0.264904964974661
1,9724365,.,2503,0.215784,1_9724365,-14.2842,2.74468e-46,0.2000794,cg14176088,0.559826586181234
1,9748244,.,2503,0.214041,1_9748244,-14.5096,1.05265e-47,0.1858522,cg07035320,0.52140306112404
1,9821484,.,2503,0.21778,1_9821484,-14.6364,1.64635e-48,0.2425011,cg14037769,0.648396000929284
1,9963235,.,2503,0.215533,1_9963235,-15.9432,3.17498e-57,-0.1470182,cg22393461,0.391397824058214
1,9967482,.,2503,0.260239,1_9967482,-17.0396,4.17458e-65,0.2052793,cg23990535,0.572332541866994
1,9981919,.,2503,0.264846,1_9981919,-16.9935,9.17617e-65,-0.1066109,cg12760995,0.211652274579755
1,10003040,.,2503,0.261321,1_10003040,-16.978,1.19505e-64,0.1050386,cg11415402,0.204182564902209
1,10008419,.,2503,0.219479,1_10008419,-15.7377,8.33837e-56,0.1182185,cg13374225,0.266330391913655
1,10150926,.,2503,0.225633,1_10150926,-14.0165,1.23623e-44,0.0896932,cg27508545,0.134635905795817
1,10703189,.,2503,0.222892,1_10703189,17.6255,1.56867e-69,0.6735864,cg05396182,0.961210274099363
1,10773175,.,2503,0.219092,1_10773175,16.9489,1.95929e-64,-0.2492428,cg25618916,0.660086864415122
1,10785783,.,2503,0.379416,1_10785783,22.3716,7.4444e-111,-0.4246764,cg00787856,0.862422674526203
1,11341688,.,2503,0.207396,1_11341688,17.6844,5.53172e-70,-0.1015299,cg09573658,0.187679901086396
1,11478999,.,2503,0.213789,1_11478999,17.1608,5.22332e-66,-0.1187731,cg12808447,0.268846546096023
1,11612552,.,2503,0.228842,1_11612552,-17.1795,3.77905e-66,0.1488669,cg15965566,0.398717903283601
1,11615473,.,2503,0.281934,1_11615473,18.8343,3.95182e-79,0.192491,cg18792022,0.540725077670018
1,12285394,.,2503,0.200806,1_12285394,-13.4773,2.12629e-41,0.4845512,cg08538882,0.900980079461645
1,13493478,.,2503,0.205387,1_13493478,16.927,2.84305e-64,-0.1638348,cg13788258,0.453439334695758
1,13511134,.,2503,0.260857,1_13511134,19.6245,9.556e-86,0.1579909,cg01144933,0.433022653262928
1,15085919,.,2503,0.202494,1_15085919,-14.7356,3.80772e-49,-0.1961562,cg04080625,0.550317177182144
1,15086859,.,2503,0.200476,1_15086859,-14.6487,1.37277e-48,-0.1549169,cg16674264,0.421631050681409
1,20712511,.,2503,0.218484,1_20712511,18.314,6.39371e-75,-0.1171724,cg24730688,0.261313834122831
1,22957425,.,2503,0.201716,1_22957425,16.5942,7.67345e-62,0.1044248,cg03333582,0.201386838032911
1,23262721,.,2503,0.208705,1_23262721,16.2929,1.10932e-59,-0.1096888,cg10347418,0.226044361491422
1,23292516,.,2503,0.200637,1_23292516,16.0381,6.92832e-58,-0.1552122,cg11155265,0.422686339133482
1,23395354,.,2503,0.274992,1_23395354,-14.0931,4.19023e-45,0.2029083,cg15692032,0.566583582389283
1,23395481,.,2503,0.213136,1_23395481,-12.9218,3.3932e-38,0.1718389,cg07034850,0.479419906362838
1,23406269,.,2503,0.343662,1_23406269,-17.9664,3.57204e-72,-0.5157447,cg27447006,0.915895872955871
1,23475472,.,2503,0.245308,1_23475472,-16.5216,2.56497e-61,-0.2431115,cg02951134,0.649553668111782
1,24196491,.,2503,0.218467,1_24196491,16.2749,1.48773e-59,0.1702512,cg17246694,0.474352159206801
1,25017664,.,2503,0.217478,1_25017664,-16.3187,7.26507e-60,0.20163,cg19236700,0.563543721624357
1,25738795,.,2503,0.214379,1_25738795,-13.672,1.49253e-42,0.0833219,cg19595760,0.108190692198347
1,26196509,.,2503,0.199115,1_26196509,-14.3877,6.1831e-47,0.1048948,cg24348240,0.203485602006623
1,26517583,.,2503,0.20424,1_26517583,16.8754,6.82503e-64,-0.0949253,cg22860775,0.157730184793608
1,26703060,.,2503,0.24513,1_26703060,19.8763,6.52306e-88,0.3501881,cg06419258,0.788690300402821
1,26725589,.,2503,0.205711,1_26725589,15.8093,2.68551e-56,0.1359848,cg06720467,0.346658318862494
1,26835179,.,2503,0.205615,1_26835179,17.8352,3.76972e-71,0.0548814,cg05307957,0.0219287365283373
1,26837844,.,2503,0.237351,1_26837844,19.6792,3.25167e-86,0.1099437,cg22350212,0.227131151091318
1,26884230,.,2503,0.2393,1_26884230,19.5764,2.45887e-85,0.3078543,cg06511276,0.74041479136396
1,27673697,.,2503,0.220546,1_27673697,-11.594,4.42231e-31,-0.253944,cg26038649,0.667954276083935
1,27725100,.,2503,0.206246,1_27725100,-10.7511,5.85806e-27,-0.6050336,cg18972349,0.945995219700818
1,27735564,.,2503,0.278705,1_27735564,-11.5252,9.85166e-31,0.3659963,cg12728097,0.806657767592407
1,27754365,.,2503,0.204976,1_27754365,-10.7343,7.02256e-27,0.371117,cg12593849,0.812138967313621
1,28906066,.,2503,0.23835,1_28906066,18.0518,7.63609e-73,0.3006172,cg00107241,0.732271744651696
1,29135343,.,2503,0.249299,1_29135343,18.4321,7.25526e-76,0.1852022,cg06221449,0.51956024397639
1,29148829,.,2503,0.217705,1_29148829,16.752,5.47288e-63,-0.0586964,cg03429968,0.0301780996145047
1,29174483,.,2503,0.219177,1_29174483,16.7915,2.8142e-63,0.3743997,cg08597839,0.815631657078505
1,29271779,.,2503,0.209899,1_29271779,17.3566,1.7592e-67,0.1631253,cg01115565,0.45099799573947
1,29280682,.,2503,0.236308,1_29280682,-17.2551,1.02438e-66,0.2440951,cg06155303,0.651231104233361
1,29349937,.,2503,0.22579,1_29349937,19.2298,2.08357e-82,-0.1066707,cg23955860,0.211983036631897
1,30725670,.,2503,0.256319,1_30725670,-17.2996,4.73607e-67,-0.1056383,cg24875288,0.206986167058462
1,31166987,.,2503,0.226556,1_31166987,17.0175,6.08898e-65,0.0780449,cg07096763,0.0881598998263499
1,31177902,.,2503,0.213911,1_31177902,16.6149,5.43539e-62,-0.1021248,cg19763281,0.190491378529605
1,31177972,.,2503,0.214449,1_31177972,16.638,3.6997e-62,0.1943149,cg08847173,0.545718009599975
1,31178250,.,2503,0.212299,1_31178250,16.5755,1.04799e-61,0.1623005,cg19731891,0.448174705365827
1,31186649,.,2503,0.247227,1_31186649,17.9978,2.02864e-72,-0.0504907,cg15717165,0.0139274449812765
1,31436277,.,2503,0.315011,1_31436277,20.3783,2.60671e-92,-0.1281249,cg10574365,0.312058245622325
1,31445176,.,2503,0.316516,1_31445176,20.4515,5.82806e-93,-0.1356643,cg01639898,0.345351021227836
1,31446428,.,2503,0.323264,1_31446428,20.6131,2.09301e-94,-0.1640034,cg16530130,0.453998480069618
1,31446475,.,2503,0.244406,1_31446475,18.0349,1.03705e-72,-0.1640559,cg18280758,0.454171736382645
1,35023691,.,2503,0.32024,1_35023691,-13.971,2.34351e-44,0.317556,cg27303106,0.751070054615115
1,35034414,.,2503,0.309511,1_35034414,-14.0547,7.2099e-45,0.2321562,cg08142775,0.629129111391996
1,35070852,.,2503,0.40455,1_35070852,-18.8671,2.1266e-79,0.205953,cg17481638,0.574041479136396
1,35087838,.,2503,0.297395,1_35087838,-17.3187,3.4022e-67,0.1719958,cg12667125,0.479919987084529
1,35095909,.,2503,0.338866,1_35095909,-18.0102,1.62068e-72,0.305528,cg13303179,0.737981327694628
1,35105816,.,2503,0.340363,1_35105816,-18.0196,1.36772e-72,0.2581368,cg05727070,0.674707334648506
1,35108596,.,2503,0.339062,1_35108596,-18.0071,1.71514e-72,0.2547173,cg19668234,0.669163132631645
1,35117348,.,2503,0.339062,1_35117348,-18.0071,1.71514e-72,-0.3471444,cg25035631,0.78496922731622
1,35118564,.,2503,0.231676,1_35118564,-15.6448,3.60599e-55,0.2990044,cg02834909,0.730287172338842
1,35126775,.,2503,0.339062,1_35126775,-18.0071,1.71514e-72,-0.3719961,cg09834465,0.81309187703527
1,35163847,.,2503,0.226434,1_35163847,-15.129,1.04285e-51,-0.2989731,cg07105947,0.730263546477975
1,35170626,.,2503,0.439638,1_35170626,19.3836,1.06083e-83,-0.8987742,cg12633102,0.985828421123095
1,35173318,.,2503,0.403865,1_35173318,-16.8051,2.2388e-63,-0.1948678,cg26372517,0.547064683669411
1,35174966,.,2503,0.288651,1_35174966,-13.0238,8.96146e-39,-0.2834167,cg10117719,0.710882465279829
1,35189847,.,2503,0.404396,1_35189847,-16.7848,3.15275e-63,-0.2092851,cg13060114,0.581333994857438
1,35189989,.,2503,0.324893,1_35189989,-14.7774,2.05009e-49,0.1835716,cg06790326,0.514921699959442
1,35190261,.,2503,0.415033,1_35190261,-16.9139,3.55292e-64,-0.2832644,cg21210020,0.710634393740722
1,35191655,.,2503,0.400144,1_35191655,-16.6512,2.96558e-62,-0.1584486,cg01101380,0.434668588236684
1,35200158,.,2503,0.272349,1_35200158,-12.5649,3.2912e-36,-0.7128866,cg22851880,0.967758575203084
1,35202061,.,2503,0.280116,1_35202061,-13.0909,3.70979e-39,0.2833396,cg08639948,0.710776148905926
1,35225552,.,2503,0.303279,1_35225552,-13.5179,1.22644e-41,0.4380747,cg19046959,0.87266448521218
1,35244176,.,2503,0.429048,1_35244176,-16.882,6.10203e-64,-0.1514119,cg20797674,0.408443882673975
1,35245163,.,2503,0.421671,1_35245163,-17.2598,9.43692e-67,-0.1632237,cg24352618,0.451383884800302
1,35259478,.,2503,0.446518,1_35259478,-17.9598,4.02076e-72,0.2515448,cg02639366,0.663748872849554
1,35337080,.,2503,0.425594,1_35337080,-17.7145,3.23886e-70,0.5200015,cg16815882,0.917809567686123
1,35504840,.,2503,0.269149,1_35504840,-14.6861,7.91334e-49,0.2496348,cg08424184,0.660681448580283
1,35616794,.,2503,0.484811,1_35616794,-18.2842,1.10612e-74,0.2336476,cg06324129,0.632098094574321
1,35730209,.,2503,0.356384,1_35730209,-18.6964,5.30064e-78,0.2278619,cg17439671,0.620804933079749
1,35733707,.,2503,0.225399,1_35733707,-11.1581,6.5387e-29,-0.5437381,cg09364688,0.927173283876531
1,35842750,.,2503,0.317435,1_35842750,-17.8804,1.67567e-71,-0.1229168,cg00836308,0.288349694241984
1,35880157,.,2503,0.269155,1_35880157,-15.8152,2.44354e-56,0.4762767,cg23669876,0.89648722825338
1,35899115,.,2503,0.269948,1_35899115,-15.8412,1.61693e-56,-0.1247066,cg02141814,0.29645336451947
1,35948049,.,2503,0.321135,1_35948049,-11.971,5.04384e-33,0.5152857,cg18795461,0.915632050842853
1,36066715,.,2503,0.280705,1_36066715,-18.1507,1.26681e-73,0.0851498,cg22789254,0.115569836075902
1,36070315,.,2503,0.3154,1_36070315,-11.7571,6.4952e-32,0.6668842,cg18931815,0.959871475316882
1,36100016,.,2503,0.243272,1_36100016,17.4412,4.01301e-68,-0.1286841,cg19252108,0.314594088022082
1,36103923,.,2503,0.239564,1_36103923,-17.1448,6.87599e-66,-0.1206145,cg02975505,0.277619615764749
1,36153223,.,2503,0.23266,1_36153223,-11.1946,4.33275e-29,-0.4948443,cg00039326,0.906118704200284
1,37102824,.,2503,0.199378,1_37102824,17.9694,3.38227e-72,-0.4469502,cg12008680,0.8787678326029
1,38135945,.,2503,0.202545,1_38135945,17.1626,5.06104e-66,0.0598295,cg20144984,0.0328714477533775
1,38185411,.,2503,0.213013,1_38185411,-11.7007,1.26448e-31,-0.4626281,cg04233421,0.888367807401982
1,38853575,.,2503,0.219097,1_38853575,16.8283,1.51465e-63,0.0419309,cg03731661,0.00333912166924582
1,38973217,.,2503,0.307308,1_38973217,20.7986,4.4576e-96,-0.0861557,cg06209491,0.119802802814628
1,38976606,.,2503,0.242108,1_38976606,19.5556,3.69765e-85,0.088701,cg19675684,0.130316310900578
1,38981941,.,2503,0.343677,1_38981941,20.5869,3.59627e-94,-0.1566333,cg10500653,0.427750148646041
1,38985816,.,2503,0.225232,1_38985816,19.0494,6.64456e-81,0.0797631,cg16266893,0.0944365035300974
1,39045782,.,2503,0.256519,1_39045782,-18.0263,1.21207e-72,-0.0525369,cg13500353,0.0174004465287704
1,40015428,.,2503,0.231913,1_40015428,18.0626,6.27684e-73,-0.5947504,cg00695362,0.943345185640202
1,40890554,.,2503,0.211696,1_40890554,17.9371,6.05569e-72,-0.1259404,cg22005565,0.302088132336322
1,42414240,.,2503,0.215829,1_42414240,18.2418,2.40548e-74,-0.1048636,cg10197057,0.20337928563272
1,43001397,.,2503,0.239773,1_43001397,-16.8594,8.95526e-64,-0.2975886,cg09476154,0.728719990234644
1,43061510,.,2503,0.304986,1_43061510,-17.7737,1.13019e-70,-0.6479518,cg17589319,0.956079524647679
1,43109487,.,2503,0.338494,1_43109487,-17.9917,2.26399e-72,-0.0970818,cg11337388,0.167550667627452
1,44014421,.,2503,0.228524,1_44014421,-7.64542,2.08262e-14,-0.0712072,cg20685977,0.0650577455416032
1,44021608,.,2503,0.208892,1_44021608,-11.9567,5.99304e-33,-0.2291383,cg06754987,0.623226583818648
1,44545073,.,2503,0.219874,1_44545073,18.0344,1.04675e-72,-0.0540372,cg16011762,0.0202946144850153
1,44672527,.,2503,0.206938,1_44672527,18.0803,4.55966e-73,0.3134527,cg16011762,0.746640205702495
1,44700235,.,2503,0.254624,1_44700235,19.5778,2.39192e-85,-0.1415988,cg06784218,0.369673844990727
1,44720573,.,2503,0.225085,1_44720573,18.6281,1.90213e-77,-0.1827589,cg02072975,0.512460672785765
1,44794594,.,2503,0.225153,1_44794594,18.5033,1.94371e-76,0.1036681,cg09941208,0.197866584763682
1,44851232,.,2503,0.23279,1_44851232,18.7673,1.39762e-78,-0.0789956,cg27171835,0.0915541485042861
1,44875031,.,2503,0.230998,1_44875031,18.6725,8.28033e-78,-0.2649707,cg17233819,0.684996397056218
1,44883557,.,2503,0.257347,1_44883557,-12.0173,2.88288e-33,-0.3990588,cg00010654,0.840127737154423
1,44963271,.,2503,0.216449,1_44963271,18.1256,2.0022e-73,-0.082225,cg03123370,0.103800219720506
1,46487690,.,2503,0.203547,1_46487690,18.3749,2.08645e-75,0.3392488,cg22795216,0.775637012273635
1,46615311,.,2503,0.236432,1_46615311,18.9037,1.06365e-79,0.1059801,cg20806264,0.208580912667005
1,46635343,.,2503,0.28229,1_46635343,-12.6124,1.8032e-36,-0.9454527,cg07111441,0.988486330470666
1,47182705,.,2503,0.243046,1_47182705,18.9482,4.56896e-80,-0.5198335,cg03885399,0.917722939529609
1,47191469,.,2503,0.232031,1_47191469,17.7626,1.37677e-70,-0.0617844,cg00576267,0.0375926822833607
1,47193773,.,2503,0.225717,1_47193773,18.1473,1.34918e-73,0.3764435,cg10026317,0.817852488000032
1,47196196,.,2503,0.219164,1_47196196,17.9028,1.12157e-71,0.1334888,cg03741406,0.335695919420064
1,47205239,.,2503,0.221274,1_47205239,17.8346,3.80605e-71,0.3375786,cg16674327,0.773703629325994
1,47209864,.,2503,0.220655,1_47209864,17.8148,5.42959e-71,-0.0928726,cg12677330,0.14829165337712
1,47227548,.,2503,0.256155,1_47227548,19.1165,1.83964e-81,0.1763432,cg06432479,0.493351288987593
1,47230909,.,2503,0.211248,1_47230909,17.2252,1.7196e-66,0.2191957,cg00408773,0.603172165585784
1,47236696,.,2503,0.292139,1_47236696,19.9266,2.39102e-88,0.1613048,cg06955484,0.444567823940085
1,47238568,.,2503,0.207411,1_47238568,17.0457,3.75931e-65,0.0714474,cg00875272,0.0659082765328262
