#CHROM,POS,ID,OBS_CT,HUDSON_FST,coords,z.glm,p.glm,beta.godmc,cpg.godmc,pct.godmc
1,1087930,.,489,0.0291907,1_1087930,-2.74773,0.00600101,-0.09022,cg12612065,0.136907926082557
1,1124795,.,489,0.0430556,1_1124795,-3.45622,0.000547809,-0.1995239,cg00300303,0.558464161537886
1,1298561,.,489,0.0310625,1_1298561,3.25291,0.00114228,-0.4108619,cg18224942,0.851070448379463
1,1473170,.,489,0.0259393,1_1473170,3.12106,0.00180201,-0.2496262,cg04981007,0.660665698006371
1,2053731,.,489,0.0588237,1_2053731,-3.82872,0.000128812,-0.247892,cg05337761,0.657909347571852
1,2055097,.,489,0.0341283,1_2055097,3.43639,0.000589519,-0.2225719,cg00359465,0.610137856898161
1,2056364,.,489,0.0784594,1_2056364,-4.62173,3.80554e-06,0.2520648,cg12718519,0.664697844927725
1,2056554,.,489,0.0870821,1_2056554,-4.73012,2.24382e-06,-0.1600552,cg00095688,0.440145850314421
1,2059863,.,489,0.0451124,1_2059863,3.81894,0.000134027,0.2164422,cg23803603,0.597427143751551
1,2060488,.,489,0.0478652,1_2060488,3.82639,0.000130036,0.1650775,cg23682913,0.457632924999705
1,2060515,.,489,0.0534817,1_2060515,4.1562,3.2359e-05,0.2985665,cg24578937,0.729865844486708
1,2065141,.,489,0.0725843,1_2065141,-4.30596,1.66266e-05,0.1425607,cg25976434,0.373615426112089
1,2065495,.,489,0.0725843,1_2065495,-4.30596,1.66266e-05,-0.1477786,cg17495046,0.394217176788379
1,2065711,.,489,0.0651238,1_2065711,-4.24052,2.23004e-05,0.2561472,cg15502607,0.671486342283597
1,2069856,.,489,0.0423168,1_2069856,-3.44776,0.000565259,-0.0927073,cg08732456,0.147571064620667
1,2070417,.,489,0.0640844,1_2070417,-4.10042,4.12393e-05,0.1816219,cg20300514,0.509160927551298
1,2074688,.,489,0.0587897,1_2074688,4.08132,4.47804e-05,-0.4178246,cg13077150,0.857028102961502
1,2075942,.,489,0.0388247,1_2075942,3.42881,0.000606228,0.2224006,cg01894875,0.609755905480806
1,2077005,.,489,0.0569946,1_2077005,-3.90193,9.543e-05,-0.138747,cg06157219,0.358152300174438
1,2079109,.,489,0.04652,1_2079109,3.72595,0.000194577,0.1566873,cg18803110,0.427974594324281
1,2079131,.,489,0.0488171,1_2079131,3.79231,0.000149252,-0.120685,cg19370684,0.277914939025591
1,2079137,.,489,0.0646438,1_2079137,4.23597,2.27567e-05,0.1047797,cg06888836,0.203056398867534
1,2084530,.,489,0.0585223,1_2084530,-3.89243,9.92459e-05,0.1562362,cg01927825,0.426387724002693
1,2085196,.,489,0.0585223,1_2085196,-3.89243,9.92459e-05,-0.0504235,cg21209510,0.0137975027465063
1,2087436,.,489,0.0451206,1_2087436,3.65388,0.00025831,-0.2447573,cg04314111,0.652388771415859
1,2087942,.,489,0.0421729,1_2087942,-3.43828,0.000585429,-0.119332,cg18269141,0.271378450852303
1,2088267,.,489,0.0598142,1_2088267,-3.93904,8.18074e-05,-0.1287623,cg24557048,0.314920912430747
1,2088904,.,489,0.055309,1_2088904,-3.81178,0.000137968,-0.1507907,cg04771433,0.406069483656811
1,2089050,.,489,0.0467671,1_2089050,-3.58493,0.000337166,0.3907463,cg06757383,0.832354828929079
1,2089758,.,489,0.0546223,1_2089758,3.95938,7.51432e-05,0.0789942,cg11699150,0.0915502108608082
1,2090332,.,489,0.0386106,1_2090332,-3.30323,0.000955791,0.263894,cg03959306,0.683496154891144
1,2090659,.,489,0.0434622,1_2090659,3.58219,0.000340732,0.0960503,cg11758127,0.162778243732256
1,2090943,.,489,0.0451206,1_2090943,3.65388,0.00025831,-0.2024351,cg08484080,0.565496792789387
1,2091118,.,489,0.0434622,1_2091118,3.58219,0.000340732,0.1257833,cg08108679,0.301324229501613
1,2093604,.,489,0.0444846,1_2093604,-3.482,0.000497675,0.4640225,cg04347414,0.88924590189755
1,2097768,.,489,0.0426751,1_2097768,-3.31618,0.000912584,-0.1493565,cg02050917,0.40058040864864
1,2101670,.,489,0.0270353,1_2101670,2.83516,0.00458022,0.3501062,cg24577455,0.788595796959352
1,2101935,.,489,0.0464257,1_2101935,-3.4544,0.000551514,0.1660329,cg07797073,0.460924794947216
1,2213349,.,489,0.0298305,1_2213349,-2.84854,0.00439203,0.1622003,cg11155073,0.447773065731083
1,2215723,.,489,0.0297564,1_2215723,-2.83131,0.00463572,-0.0812789,cg05603985,0.100067333703472
1,2216435,.,489,0.0381275,1_2216435,-2.75935,0.00579172,-0.09564,cg15700006,0.160896050149827
1,2217699,.,489,0.0321539,1_2217699,-2.94909,0.00318713,-0.3307222,cg08640824,0.765753527144145
1,2220140,.,489,0.03187,1_2220140,-2.94126,0.00326879,0.4044701,cg24518098,0.844947412771353
1,2245122,.,489,0.0435861,1_2245122,-2.74348,0.00607914,0.2260831,cg26033908,0.617264991593131
1,2267618,.,489,0.0435861,1_2267618,-2.74348,0.00607914,-0.3049735,cg10397932,0.737292240085998
1,2300156,.,489,0.0306064,1_2300156,3.21756,0.00129286,-0.140549,cg13214309,0.365535381695471
1,2324572,.,489,0.0315772,1_2324572,3.17228,0.00151248,-0.3459051,cg06738356,0.783528049803315
1,2332449,.,489,0.0419477,1_2332449,-3.27639,0.00105143,0.3856247,cg04236205,0.827448525155635
1,2334639,.,489,0.0663042,1_2334639,-4.2121,2.53004e-05,-0.0754924,cg11070388,0.0793080772880662
1,2441515,.,489,0.056028,1_2441515,-3.98476,6.75487e-05,0.1282905,cg05697866,0.312908776613548
1,2441729,.,489,0.0551999,1_2441729,-3.95108,7.77999e-05,0.3973415,cg25390413,0.83851330332849
1,2443319,.,489,0.056028,1_2443319,-3.98476,6.75487e-05,0.0952704,cg05697835,0.159183175236948
1,2450129,.,489,0.0543849,1_2450129,-3.94085,8.11942e-05,0.1492411,cg10542127,0.400214207805197
1,2450183,.,489,0.0475977,1_2450183,3.82502,0.00013076,0.1169876,cg18932078,0.260337298540316
1,2453797,.,489,0.038993,1_2453797,-3.40802,0.000654372,-0.2252807,cg12610239,0.615709622419367
1,2455662,.,489,0.0309353,1_2455662,-3.10441,0.00190657,0.3027578,cg13183298,0.73464614366886
1,2459149,.,489,0.0460245,1_2459149,-3.6665,0.000245895,-0.1055708,cg06415891,0.206718407301966
1,2459276,.,489,0.0410825,1_2459276,-3.49138,0.000480536,-0.1914342,cg11229415,0.537689154548569
1,2459813,.,489,0.040752,1_2459813,-3.48286,0.000496096,0.1226479,cg21194808,0.287243216424699
1,2877688,.,489,0.0290265,1_2877688,3.05652,0.0022392,0.1866609,cg22777513,0.523797148358593
1,2877986,.,489,0.0326125,1_2877986,-3.16243,0.0015646,0.1688289,cg23469188,0.469800243346367
1,2881291,.,489,0.0271341,1_2881291,-2.87502,0.00404001,0.1459893,cg11414913,0.387176670249922
1,3223178,.,489,0.0293361,1_3223178,2.94264,0.00325431,-0.156113,cg10493186,0.425934895002737
1,3230466,.,489,0.0261448,1_3230466,2.81493,0.00487885,0.146561,cg01777678,0.389492004614918
1,3231261,.,489,0.0268641,1_3231261,-2.78167,0.00540799,-0.190543,cg00030466,0.535086372209687
1,3238538,.,489,0.0321343,1_3238538,-3.06439,0.00218116,-0.1378758,cg00849570,0.354509979957395
1,3241278,.,489,0.0368089,1_3241278,-3.22004,0.00128174,-0.2327144,cg18240463,0.630215900991892
1,3243510,.,489,0.0289643,1_3243510,-2.93431,0.00334285,0.284812,cg06379192,0.7126859059927
1,3245645,.,489,0.0295781,1_3245645,-2.96477,0.00302905,-0.2593536,cg03885431,0.676624967022236
1,3654753,.,489,0.0411608,1_3654753,-2.91208,0.00359032,-0.4163915,cg21012455,0.855894061639871
1,3676442,.,489,0.026389,1_3676442,3.03238,0.00242636,-0.0765124,cg03043665,0.0829149587138081
1,3767126,.,489,0.0325216,1_3767126,-2.88536,0.00390971,0.393724,cg13057898,0.835308061537492
1,3946307,.,489,0.0268641,1_3946307,-2.83533,0.00457787,-0.1470411,cg20011075,0.391496265145161
1,3946728,.,489,0.0274607,1_3946728,-2.85719,0.00427412,-0.1841825,cg16679832,0.516607011367977
1,4611727,.,489,0.0327631,1_4611727,-2.66721,0.00764849,0.4872668,cg16512885,0.902275564165869
1,7081459,.,489,0.0263758,1_7081459,-2.95964,0.00308001,0.1279325,cg05966431,0.311105335900677
1,7456991,.,489,0.0316891,1_7456991,-3.10704,0.00188972,-0.1746386,cg08647349,0.488177225457653
1,7459204,.,489,0.0489198,1_7459204,-3.6664,0.000245988,0.0995095,cg14794741,0.178442189487279
1,7460541,.,489,0.0266662,1_7460541,-2.90324,0.00369328,-0.1428091,cg00911446,0.374564398190259
1,7460569,.,489,0.0435746,1_7460569,-3.46994,0.000520582,0.0973333,cg24634746,0.168731960670817
1,7488530,.,489,0.0357511,1_7488530,-3.27485,0.0010572,0.0340127,cg25848827,4.33140782567265e-05
1,7492441,.,489,0.0563114,1_7492441,4.3051,1.66908e-05,-0.5790083,cg11755201,0.938757830988467
1,7501170,.,489,0.127861,1_7501170,4.25833,2.05961e-05,0.3017719,cg24501872,0.733555416425486
1,7885949,.,489,0.0330546,1_7885949,-3.32039,0.000898924,-0.0765453,cg04837231,0.0830409633051004
1,8323927,.,489,0.0258559,1_8323927,-2.71687,0.00659024,0.1650983,cg03040581,0.457699864938829
1,8329655,.,489,0.0274699,1_8329655,-2.75209,0.00592166,0.0918541,cg12711814,0.143983871412315
1,8949155,.,489,0.0289904,1_8949155,-2.83854,0.00453211,0.3834889,cg07601804,0.82511350257325
1,8950511,.,489,0.0319713,1_8950511,-3.00954,0.00261642,0.0647742,cg24885723,0.0457042278478022
1,10773175,.,489,0.0398089,1_10773175,-3.40919,0.000651553,-0.2492428,cg25618916,0.660086864415122
1,11559871,.,489,0.0357075,1_11559871,-2.89047,0.00384665,-0.1003267,cg13569079,0.182096322634756
1,11719705,.,489,0.0290087,1_11719705,-2.75357,0.00589498,0.2547205,cg24724832,0.669171007918601
1,11722724,.,489,0.0341117,1_11722724,3.18957,0.00142483,-0.0636071,cg08425760,0.0425501754220169
1,11723427,.,489,0.0265714,1_11723427,-2.75501,0.00586906,0.2518742,cg09551145,0.664351332301671
1,13493251,.,489,0.0267622,1_13493251,-2.86808,0.00412972,-0.0937783,cg04974913,0.15244192960281
1,14874338,.,489,0.0347384,1_14874338,3.15633,0.00159766,-0.1160771,cg02625804,0.255982264853776
1,15416072,.,489,0.0260753,1_15416072,-1.96821,0.049044,-0.2384091,cg04889800,0.640879039530003
1,15469007,.,489,0.0263271,1_15469007,-2.65268,0.00798549,0.1756306,cg18192808,0.491205273292146
1,15480647,.,489,0.0339563,1_15480647,-2.95588,0.00311778,0.1275556,cg06747907,0.309427899779098
1,15495178,.,489,0.0413324,1_15495178,-3.25497,0.00113403,0.086951,cg07107113,0.122988356388236
1,15537065,.,489,0.0396554,1_15537065,-3.18878,0.00142872,-0.1405655,cg11656262,0.365606259278072
1,15537747,.,489,0.0396554,1_15537747,-3.18878,0.00142872,0.1692495,cg12068257,0.471174480920149
1,15559171,.,489,0.0404913,1_15559171,-3.2219,0.00127345,0.3371476,cg19699088,0.773219299178214
1,15565920,.,489,0.0456151,1_15565920,-3.3973,0.000680537,0.3735565,cg07007550,0.814777188443804
1,15590219,.,489,0.0276033,1_15590219,-2.82076,0.00479097,0.052093,cg07846167,0.0166089801897157
1,15591574,.,489,0.0276033,1_15591574,-2.82076,0.00479097,0.0967112,cg03042802,0.165912607940652
1,15594835,.,489,0.028303,1_15594835,-2.8548,0.00430642,-0.0825276,cg18133145,0.104981512763871
1,15596023,.,489,0.028303,1_15596023,-2.8548,0.00430642,0.0829519,cg03343063,0.106647135955016
1,16046787,.,489,0.0280152,1_16046787,-2.70388,0.00685356,-0.0896059,cg14742211,0.134238203804551
1,16050336,.,489,0.0288977,1_16050336,-2.74053,0.00613407,0.4654882,cg22431228,0.890072807027906
1,19000816,.,489,0.0273109,1_19000816,-2.74115,0.00612242,-0.0375005,cg21863016,0.000952909721647982
1,19013542,.,489,0.0270372,1_19013542,-2.78123,0.0054154,0.1161567,cg13173305,0.256376029201564
1,20152270,.,489,0.0411794,1_20152270,-3.4094,0.00065105,-0.3780475,cg14076231,0.81945510889553
1,20152615,.,489,0.0391319,1_20152615,3.73347,0.000188857,-0.6014615,cg02840936,0.94511712520525
1,20154175,.,489,0.0643408,1_20154175,4.2819,1.853e-05,0.0838553,cg18469506,0.110380021972051
1,20169072,.,489,0.033494,1_20169072,3.4998,0.000465613,0.1135075,cg08936817,0.244055142759264
1,20172421,.,489,0.0306969,1_20172421,3.36768,0.000758046,-0.2208536,cg16134070,0.60669635649849
1,20322575,.,489,0.0364252,1_20322575,-3.377,0.000732815,0.1588051,cg26309074,0.435916821219173
1,20340512,.,489,0.0300701,1_20340512,-3.10982,0.00187203,-0.2110659,cg22698629,0.58535039120488
1,20345340,.,489,0.030697,1_20345340,-3.11979,0.00180979,-0.0671296,cg06377106,0.0522643418819573
1,20487141,.,489,0.0275276,1_20487141,-2.18402,0.0289605,-0.2688955,cg09473576,0.690670541307849
1,21268965,.,489,0.0281828,1_21268965,3.20919,0.00133111,0.1229775,cg24117274,0.288605641068046
1,21291253,.,489,0.0266277,1_21291253,3.08702,0.00202177,0.1960256,cg10112270,0.549966726912612
1,24187118,.,489,0.0316073,1_24187118,-3.01824,0.00254248,-0.4943718,cg01960748,0.905890320878567
1,24190390,.,489,0.0348388,1_24190390,-3.27885,0.00104231,-0.3398566,cg06886736,0.776381226890955
1,24725332,.,489,0.0397516,1_24725332,,,-0.3832378,cg13566436,0.824845742816754
1,24727693,.,489,0.0326965,1_24727693,-2.6982,0.00697161,-0.3423984,cg02818189,0.779393524151536
1,24902816,.,489,0.0322981,1_24902816,,,-0.2441207,ch.1.839062R,0.651266543024661
1,25235176,.,489,0.0401652,1_25235176,-3.19358,0.00140522,-0.8548934,cg17987483,0.98265468047992
1,25257119,.,489,0.0434198,1_25257119,-3.32285,0.000891034,0.2584648,cg24936468,0.675207415370198
1,25336580,.,489,0.0336407,1_25336580,-3.04379,0.00233618,-0.3407719,cg16220844,0.777353824829992
1,25350444,.,489,0.0350223,1_25350444,-3.10789,0.00188428,-0.241186,cg09154213,0.64581684445127
1,25351353,.,489,0.0357208,1_25351353,3.12557,0.00177461,0.4616727,cg20017683,0.887796849097689
1,25427147,.,489,0.0418263,1_25427147,3.32796,0.000874834,-0.1662876,ch.3.72608909F,0.461834390590607
1,25835822,.,489,0.0308853,1_25835822,-2.09409,0.036252,-0.200854,cg26937868,0.561795407920176
1,25876927,.,489,0.0308853,1_25876927,-2.09409,0.036252,0.3669306,cg24809011,0.807669741966223
1,26078967,.,489,0.026748,1_26078967,-2.38107,0.0172623,-0.1626614,cg11643099,0.44935993605267
1,26364254,.,489,0.0263826,1_26364254,-2.55245,0.0106969,-0.1644133,cg12813724,0.455447532869479
1,28119161,.,489,0.0291832,1_28119161,-2.60304,0.00924005,-0.1395539,cg03226554,0.361463858339338
1,28263067,.,489,0.0381701,1_28263067,-3.08475,0.00203726,-0.1318807,cg03375056,0.329001925507661
1,28264180,.,489,0.0381701,1_28264180,-3.08475,0.00203726,0.0518653,cg05345116,0.0161719017636705
1,28306365,.,489,0.0428425,1_28306365,-3.17246,0.00151151,0.1026418,cg24118052,0.192916966911982
1,28307561,.,489,0.0377659,1_28307561,-3.20437,0.00135359,0.1432112,cg25775721,0.376001638059687
1,29668366,.,489,0.0272736,1_29668366,-2.74743,0.00600647,-0.1870688,cg16248160,0.525072944845428
1,30681884,.,489,0.0361306,1_30681884,-3.21698,0.00129549,0.1970678,cg01532487,0.552679763268874
1,30751153,.,489,0.0263159,1_30751153,-2.72923,0.00634818,-0.2183962,cg06747288,0.601561669403329
1,30770747,.,489,0.0286244,1_30770747,3.3489,0.000811338,-0.0912586,cg13246468,0.141357463212566
1,30771760,.,489,0.0382895,1_30771760,3.89452,9.83936e-05,0.2313503,cg25112284,0.627573742218232
1,35733707,.,489,0.0280363,1_35733707,3.231,0.00123358,-0.5437381,cg09364688,0.927173283876531
1,36468728,.,489,0.0285608,1_36468728,-2.96575,0.00301942,-0.1128407,cg10035922,0.240920778550868
1,36540155,.,489,0.0261585,1_36540155,-2.72391,0.00645149,-0.1169859,cg20948151,0.260317610322926
1,37613845,.,489,0.0282268,1_37613845,-2.54484,0.0109329,-0.2918272,cg21165978,0.721624356687497
1,42414240,.,489,0.0658385,1_42414240,,,-0.1048636,cg10197057,0.20337928563272
1,43271335,.,489,0.0261217,1_43271335,2.8511,0.00435683,-0.1273485,cg04355435,0.308498615918318
1,43291731,.,489,0.0294499,1_43291731,3.12677,0.00176736,-0.1199179,cg25844639,0.274185990652034
1,44522805,.,489,0.029969,1_44522805,3.06028,0.00221129,-0.0732083,cg11723772,0.0717202383061833
1,45424483,.,489,0.0368394,1_45424483,3.24578,0.00117128,0.1394415,cg07722722,0.361042530487205
1,45488361,.,489,0.0614072,1_45488361,4.23248,2.31133e-05,0.0929043,cg11235697,0.148386156820589
1,45491367,.,489,0.0605682,1_45491367,4.21276,2.52268e-05,0.100193,cg04981758,0.181442673817427
1,45554960,.,489,0.0696378,1_45554960,-4.45019,8.57941e-06,0.0778112,cg07159951,0.0874038722785962
1,45555958,.,489,0.031147,1_45555958,-2.92846,0.00340643,0.3704392,cg04296837,0.811477443209337
1,45556770,.,489,0.0412948,1_45556770,-3.43661,0.000589047,-0.3439454,cg02853497,0.781212715438319
1,45558263,.,489,0.0432937,1_45558263,-3.50165,0.000462378,0.0679148,cg19235065,0.0545796762469533
1,45567302,.,489,0.040583,1_45567302,-3.44112,0.00057931,0.0869328,cg15560801,0.122929291736068
1,45575428,.,489,0.0272482,1_45575428,-2.70976,0.00673323,0.0937774,cg08160066,0.152426179028898
1,45579850,.,489,0.0272482,1_45579850,-2.70976,0.00673323,0.0883869,cg21942576,0.128949948613753
1,45590480,.,489,0.029091,1_45590480,-2.79131,0.00524951,0.1472501,cg04036898,0.392338920849428
1,45592753,.,489,0.029091,1_45592753,-2.79131,0.00524951,0.062528,cg13917023,0.0395969428136038
1,45620207,.,489,0.0278572,1_45620207,-2.73002,0.00633297,-0.0586712,cg10215817,0.0301269102492922
1,45626987,.,489,0.0284715,1_45626987,-2.76063,0.00576898,0.2535019,cg04486013,0.667076181588367
1,45635651,.,489,0.0403379,1_45635651,-3.19773,0.00138515,-0.0644546,cg01431908,0.0447788816304994
1,45650620,.,489,0.0494761,1_45650620,-3.73944,0.000184432,0.0902936,cg06932756,0.137234750491221
1,45651820,.,489,0.0382379,1_45651820,-3.11737,0.0018247,-0.1209982,cg09580965,0.279324615390673
1,45669448,.,489,0.0382379,1_45669448,-3.11737,0.0018247,-0.178188,cg19856273,0.498962430943578
1,45701534,.,489,0.0382379,1_45701534,-3.11737,0.0018247,-0.237094,cg17156633,0.638547954591095
1,45723953,.,489,0.0403379,1_45723953,-3.19773,0.00138515,0.1003131,cg07722722,0.182005756834765
1,45735669,.,489,0.0347886,1_45735669,-2.99521,0.00274253,-0.1280779,cg18947720,0.311794423509307
1,45757414,.,489,0.0505036,1_45757414,-3.70036,0.000215295,0.0886582,cg16989107,0.130154867517985
1,45759108,.,489,0.0388005,1_45759108,-3.16558,0.00154772,0.1516612,cg15705203,0.409467669978225
1,45764175,.,489,0.0374223,1_45764175,-3.11503,0.00183929,-0.0704274,cg03345668,0.0625652172201025
1,45769445,.,489,0.0381089,1_45769445,-3.13465,0.00172057,0.1954613,cg09827048,0.548545237617096
1,45805380,.,489,0.0371628,1_45805380,3.34856,0.000812327,-0.1027549,cg26361540,0.19351548872062
1,45841596,.,489,0.0340549,1_45841596,-3.0151,0.00256896,-0.3524487,cg24542714,0.791360022680826
1,45852513,.,489,0.0371628,1_45852513,3.34856,0.000812327,-0.0983674,cg10064897,0.17337837997472
1,45937685,.,489,0.0397096,1_45937685,3.44792,0.000564919,0.1289001,cg01008154,0.315535184813297
1,45982168,.,489,0.0295064,1_45982168,3.02903,0.00245339,0.0997481,cg02896515,0.179477789721963
1,46026472,.,489,0.0389988,1_46026472,3.41127,0.000646621,-0.1396857,cg05322273,0.362023003713198
1,46036623,.,489,0.0353793,1_46036623,-3.07779,0.00208542,-0.1110859,cg17932810,0.232608413169055
1,46078552,.,489,0.0364712,1_46078552,3.32499,0.00088422,-0.1473281,cg27584146,0.392661807614615
1,46120954,.,489,0.0364712,1_46120954,3.32499,0.00088422,-0.073406,cg06703079,0.0723857000539457
1,46122215,.,489,0.0324432,1_46122215,3.1448,0.001662,-0.2136122,cg06974930,0.591095413039113
1,46129405,.,489,0.0412191,1_46129405,-3.46432,0.000531574,-0.3982882,cg25369262,0.839395335467536
1,46137676,.,489,0.0369687,1_46137676,-3.24253,0.00118473,-0.1213513,cg08160980,0.28106111616442
1,47628660,.,489,0.0372668,1_47628660,-3.20857,0.00133395,-0.1461496,cg16342298,0.38779488027595
1,48460096,.,489,0.0322981,1_48460096,,,-1.5306383,cg14417676,0.999141593721821
1,51078544,.,489,0.0263768,1_51078544,3.04041,0.00236258,0.1595244,cg21524155,0.438381786036329
1,51699553,.,489,0.0321964,1_51699553,3.35665,0.000788927,-0.4337921,cg20967006,0.869608873873342
1,51915880,.,489,0.0294601,1_51915880,-3.15863,0.00158511,0.1763152,cg17140222,0.493288286691946
1,51937604,.,489,0.0288458,1_51937604,-3.12235,0.00179413,-0.130035,cg11585605,0.320811627073662
1,52012614,.,489,0.031581,1_52012614,-2.85096,0.00435875,0.3271722,cg22039898,0.761646564996712
1,52014238,.,489,0.031581,1_52014238,-2.85096,0.00435875,0.0772639,cg04884025,0.0855453045570348
1,52032698,.,489,0.0323345,1_52032698,-2.88379,0.00392915,0.1175857,cg10605904,0.263310219366118
1,52278350,.,489,0.0311278,1_52278350,-2.51781,0.0118088,-0.7374782,cg03950476,0.971184325028843
1,52370467,.,489,0.039446,1_52370467,3.56326,0.000366272,-0.0566741,cg06827164,0.0256183084671148
1,52398592,.,489,0.0371263,1_52398592,-3.12183,0.00179732,-0.517613,cg12640469,0.916675526364492
1,52498510,.,489,0.0262148,1_52498510,-2.76471,0.00569742,0.2485135,cg20967006,0.658905571371757
1,52556289,.,489,0.0485718,1_52556289,-3.08453,0.00203875,-0.583394,cg00754357,0.940033627475301
1,52565151,.,489,0.0473484,1_52565151,-2.71568,0.00661391,-0.3115267,cg01400822,0.744525691154871
1,52582810,.,489,0.0388906,1_52582810,-3.29553,0.000982356,-0.0818984,cg16557944,0.102504735016282
1,52598362,.,489,0.0273684,1_52598362,-2.84601,0.00442706,0.093503,cg08859206,0.151201571907276
1,52608166,.,489,0.0299102,1_52608166,-2.39308,0.0167078,0.1458192,cg05232215,0.386483644997815
1,53092272,.,489,0.0275269,1_53092272,-2.36904,0.0178342,0.2329404,cg24466241,0.630763233435318
1,53418785,.,489,0.0401959,1_53418785,-3.10986,0.00187174,-0.4909894,cg10130718,0.904271949409157
1,53418917,.,489,0.0403677,1_53418917,-3.12807,0.00175958,-0.0719126,cg06645987,0.0674203316283337
1,53426319,.,489,0.0394018,1_53426319,-3.07853,0.00208027,0.1088245,cg16117789,0.221996463996157
1,53433346,.,489,0.027157,1_53433346,-2.60826,0.00910044,0.1056226,cg04562138,0.206923164762816
1,53438906,.,489,0.0294592,1_53438906,-2.81327,0.00490397,0.1587607,cg01599460,0.435771128410492
1,53458254,.,489,0.0361233,1_53458254,-2.92275,0.00346952,-0.3350636,cg17736259,0.77075039671758
1,53481156,.,489,0.0331683,1_53481156,-2.82721,0.00469557,0.2091165,cg01515427,0.581038671596596
1,54977846,.,489,0.0327317,1_54977846,3.20964,0.00132903,0.8019708,cg00291837,0.978248457428167
1,54977932,.,489,0.0301088,1_54977932,3.05981,0.00221476,0.4082278,cg14969361,0.848660610570998
1,54979392,.,489,0.0465835,1_54979392,3.74071,0.0001835,0.4087301,cg20082904,0.84912131485791
1,54998441,.,489,0.0342278,1_54998441,3.30191,0.000960304,0.1101168,cg22162435,0.227954118578196
1,54998647,.,489,0.0342278,1_54998647,3.30191,0.000960304,0.2461527,cg00307818,0.65484192330258
1,54999117,.,489,0.0334561,1_54999117,3.27071,0.00107277,0.1196119,cg19971655,0.272756626069562
1,54999921,.,489,0.032693,1_54999921,3.23952,0.00119733,-0.2956552,cg14615807,0.726518847530507
1,55002572,.,489,0.0718111,1_55002572,4.64985,3.32173e-06,0.2829708,cg08937380,0.710213065888588
1,56622749,.,489,0.0389329,1_56622749,-3.33574,0.000850732,0.1079272,cg09850442,0.217602053874838
1,58929101,.,489,0.0323236,1_58929101,3.25498,0.001134,-0.0998253,cg17171539,0.179824302348017
1,61521667,.,489,0.0282456,1_61521667,3.05386,0.00225916,-0.0980769,cg17502594,0.172130146992231
1,62263246,.,489,0.0260842,1_62263246,-2.61725,0.00886402,0.2246868,cg07949011,0.614433825932532
1,62293366,.,489,0.044246,1_62293366,-3.39519,0.000685803,0.0653458,cg09353705,0.0472910981693896
1,64317246,.,489,0.0367925,1_64317246,-3.1934,0.00140606,0.1388258,cg11167637,0.358565752739615
1,64321053,.,489,0.0423159,1_64321053,-3.38611,0.000708902,0.0984208,cg24735226,0.17360282565296
1,64422698,.,489,0.0271434,1_64422698,-2.82149,0.00478004,0.0960003,ch.1.64660926R,0.162561673340972
1,64538095,.,489,0.0287266,1_64538095,-2.48876,0.0128191,0.182606,cg24735226,0.511972404994507
1,65424714,.,489,0.0275269,1_65424714,-2.36904,0.0178342,-0.196574,cg15466952,0.551376403277694
1,65505242,.,489,0.0262215,1_65505242,-2.78789,0.00530528,-0.4412765,cg03050981,0.874869565559795
1,66359177,.,489,0.0353566,1_66359177,-3.02448,0.00249059,-0.1075161,cg12046882,0.215853740170657
1,66373050,.,489,0.0262713,1_66373050,-2.60126,0.00928812,0.285914,cg04989278,0.71424915045342
1,66946578,.,489,0.032094,1_66946578,-2.166,0.030311,0.4471217,cg17031739,0.878858398402892
