#CHROM,POS,ID,OBS_CT,HUDSON_FST,coords,z.glm,p.glm,beta.godmc,cpg.godmc,pct.godmc
1,946247,.,660,0.114504,1_946247,6.41428,1.41491e-10,0.1424091,cg15742605,0.37298146551215
1,955679,.,660,0.101026,1_955679,5.74458,9.21489e-09,0.0746516,cg17505193,0.0764965998448569
1,956565,.,660,0.101026,1_956565,5.74458,9.21489e-09,-0.2592954,cg05527507,0.676526525935289
1,959193,.,660,0.112604,1_959193,-5.78529,7.23891e-09,-0.6091174,cg06324192,0.946987505857245
1,967724,.,660,0.0673024,1_967724,-3.93977,8.15595e-05,-0.2447577,cg07390924,0.652392709059336
1,986336,.,660,0.0655482,1_986336,4.97764,6.43646e-07,-0.3704561,cg08750554,0.81150894435716
1,1032278,.,660,0.0859761,1_1032278,5.73245,9.89926e-09,-0.1425502,cg24378253,0.373572112033832
1,1081817,.,660,0.0792083,1_1081817,-4.76464,1.8919e-06,0.1010867,cg22379708,0.185482696025736
1,1259424,.,660,0.0717002,1_1259424,4.82844,1.37609e-06,0.2811904,cg03278726,0.707933170314893
1,1309988,.,660,0.0788225,1_1309988,5.06369,4.11209e-07,-0.1650177,cg08161163,0.4574557310432
1,1312114,.,660,0.0864381,1_1312114,5.1346,2.82743e-07,0.3422252,cg12208770,0.779137577325474
1,1430908,.,660,0.0728712,1_1430908,4.57621,4.7348e-06,0.1737922,cg09603935,0.485586256049205
1,1431450,.,660,0.0710615,1_1431450,4.49527,6.94824e-06,0.4956615,cg00305774,0.906504593261117
1,1537160,.,660,0.0753928,1_1537160,5.01219,5.38153e-07,0.7329256,cg04126957,0.970609429081072
1,1538787,.,660,0.0765512,1_1538787,5.05146,4.38451e-07,-0.0973224,cg09870910,0.168661083088215
1,1539491,.,660,0.0656322,1_1539491,4.58052,4.63832e-06,-0.1017845,cg04882394,0.188932071712363
1,1541864,.,660,0.0826264,1_1541864,5.19118,2.08961e-07,0.4219965,cg01802295,0.860260908256845
1,1542773,.,660,0.0656322,1_1542773,4.54001,5.62528e-06,-0.1832301,cg12280407,0.513972727881272
1,1542793,.,660,0.0646346,1_1542793,4.50583,6.61136e-06,0.1798833,cg16306898,0.504002614595269
1,1543953,.,660,0.0656322,1_1543953,4.54001,5.62528e-06,0.1214778,cg15487867,0.281777767277395
1,1554781,.,660,0.0660047,1_1554781,4.5475,5.42864e-06,0.1343328,cg03467014,0.339483932445789
1,1555871,.,660,0.0712133,1_1555871,4.36546,1.26854e-05,0.1134976,cg13321900,0.243992140463618
1,1684817,.,660,0.0874854,1_1684817,5.67054,1.42344e-08,0.1688767,cg20462449,0.469949873798527
1,1732013,.,660,0.0964743,1_1732013,5.58055,2.39759e-08,-0.1753482,cg15028578,0.49037836816179
