#CHROM,POS,ID,OBS_CT,HUDSON_FST,coords,z.glm,p.glm,beta.godmc,cpg.godmc,pct.godmc
1,1215058,.,503,0.0223682,1_1215058,3.16978,0.00152554,0.338619,cg23867494,0.774884922369359
1,1355705,.,503,0.0224751,1_1355705,3.41962,0.000627093,0.5823644,cg15386434,0.939706803066637
1,2055097,.,503,0.0314861,1_2055097,-2.88796,0.00387752,-0.2225719,cg00359465,0.610137856898161
1,2056364,.,503,0.0451525,1_2056364,3.38542,0.000710694,0.2520648,cg12718519,0.664697844927725
1,2059863,.,503,0.0401588,1_2059863,-3.25286,0.00114248,0.2164422,cg23803603,0.597427143751551
1,2060488,.,503,0.0442457,1_2060488,-3.09564,0.00196391,0.1650775,cg23682913,0.457632924999705
1,2060515,.,503,0.0275816,1_2060515,-2.66305,0.00774368,0.2985665,cg24578937,0.729865844486708
1,2065711,.,503,0.0556434,1_2065711,3.7478,0.000178393,0.2561472,cg15502607,0.671486342283597
1,2074301,.,503,0.019892,1_2074301,2.82812,0.00468225,0.6544045,cg00981070,0.957449824577983
1,2074688,.,503,0.025512,1_2074688,-2.70608,0.0068082,-0.4178246,cg13077150,0.857028102961502
1,2075942,.,503,0.0339929,1_2075942,-3.05031,0.00228606,0.2224006,cg01894875,0.609755905480806
1,2076235,.,503,0.0241809,1_2076235,3.09655,0.00195784,0.3221807,cg02587648,0.7558621667277
1,2079109,.,503,0.0332358,1_2079109,-3.03618,0.00239596,0.1566873,cg18803110,0.427974594324281
1,2079131,.,503,0.0332358,1_2079131,-3.03618,0.00239596,-0.120685,cg19370684,0.277914939025591
1,2079137,.,503,0.0339929,1_2079137,-3.06974,0.00214244,0.1047797,cg06888836,0.203056398867534
1,2087436,.,503,0.0285337,1_2087436,-2.8494,0.00438022,-0.2447573,cg04314111,0.652388771415859
1,2089758,.,503,0.02924,1_2089758,-2.88306,0.00393833,0.0789942,cg11699150,0.0915502108608082
1,2090659,.,503,0.0313925,1_2090659,-2.9839,0.00284598,0.0960503,cg11758127,0.162778243732256
1,2090943,.,503,0.02924,1_2090943,-2.88306,0.00393833,-0.2024351,cg08484080,0.565496792789387
1,2091118,.,503,0.0313925,1_2091118,-2.9839,0.00284598,0.1257833,cg08108679,0.301324229501613
1,2298008,.,503,0.0216988,1_2298008,-2.37135,0.017723,0.200739,cg17810602,0.561559149311503
1,3212779,.,503,0.0262187,1_3212779,-2.53371,0.0112863,-0.2475885,cg00106196,0.657389578632771
1,3215174,.,503,0.0271052,1_3215174,-2.62239,0.00873165,0.1973005,cg08739115,0.553246783929689
1,3334729,.,503,0.0405837,1_3334729,3.61791,0.000296993,-0.1929956,cg00152878,0.542221382191614
1,3335605,.,503,0.0405837,1_3335605,3.61791,0.000296993,0.1751946,cg05375699,0.4899137262314
1,3465134,.,503,0.0199751,1_3465134,-2.05282,0.0400905,-0.364304,cg15902830,0.804775574009978
1,3465766,.,503,0.0294711,1_3465766,-2.14057,0.0323091,0.3111881,cg02731917,0.744143739737517
1,3476678,.,503,0.0294711,1_3476678,-2.14057,0.0323091,-0.709484,cg05927460,0.967258494481393
1,3481272,.,503,0.0282912,1_3481272,-2.11034,0.0348287,0.2418448,cg16104263,0.647143830303317
1,3771325,.,503,0.0315917,1_3771325,,,0.485126,cg00105640,0.901310841513788
1,3825539,.,503,0.0493883,1_3825539,-3.13546,0.00171584,0.1209,cg04562683,0.278879661677672
1,3863080,.,503,0.0353045,1_3863080,-2.71954,0.00653735,-0.5113385,cg20313677,0.913864048921283
1,4058927,.,503,0.0222661,1_4058927,-2.6497,0.00805621,0.1397531,cg13421041,0.362302576400128
1,4060067,.,503,0.022316,1_4060067,2.65791,0.0078627,-0.074551,cg16686279,0.0761737130796703
1,4138641,.,503,0.0209171,1_4138641,-2.52619,0.0115307,-0.4322524,cg22016671,0.868411830256065
1,4150104,.,503,0.0217705,1_4150104,-2.58342,0.00978263,-0.1137896,cg10622019,0.245445130906957
1,4156105,.,503,0.022316,1_4156105,-2.60462,0.0091977,0.074296,cg22672716,0.0753074315145358
1,4171571,.,503,0.0200249,1_4171571,-2.52808,0.0114689,-0.1223877,cg27056742,0.286042235163944
1,4275833,.,503,0.0215127,1_4275833,-2.74728,0.00600916,0.1141868,cg06965195,0.247284010411129
1,4583412,.,503,0.0201843,1_4583412,-2.53429,0.0112676,-0.585232,cg00930781,0.940541583483948
1,4727256,.,503,0.0309832,1_4727256,3.00318,0.00267175,-0.0485393,cg11791914,0.0108521454250489
1,4744292,.,503,0.0294461,1_4744292,3.20885,0.00133266,-0.0828571,cg24350011,0.106261246894184
1,4754057,.,503,0.0232218,1_4754057,2.86952,0.00411099,-0.141685,cg13480658,0.370138486921117
1,4769775,.,503,0.0277808,1_4769775,-2.58416,0.00976164,-0.4801491,cg02771577,0.898648994522738
1,4961399,.,503,0.0209596,1_4961399,2.91051,0.00360835,-0.9857318,cg23656015,0.990277958253104
1,5842367,.,503,0.0209273,1_5842367,2.60295,0.00924267,-0.5358031,cg24883265,0.924212175981162
1,5844198,.,503,0.0256033,1_5844198,2.90302,0.0036958,0.2490439,cg25198113,0.659748227076024
1,5844658,.,503,0.025683,1_5844658,2.94887,0.00318937,0.1624943,cg15550953,0.448808665965766
1,5844714,.,503,0.0250684,1_5844714,2.92071,0.0034924,-0.1470736,cg12438598,0.391630145023409
1,5848673,.,503,0.023016,1_5848673,2.73904,0.00616194,0.0866804,cg26841102,0.121866127997039
1,6010951,.,503,0.0212471,1_6010951,2.76726,0.00565298,-0.1490375,cg13925809,0.399422741466142
1,6505158,.,503,0.0208678,1_6505158,-2.4826,0.0130426,-0.0827977,cg24361350,0.106013175355077
1,6510760,.,503,0.0215124,1_6510760,-2.53383,0.0112822,-0.2756244,cg07795452,0.700333518402577
1,6715950,.,503,0.0243116,1_6715950,3.14863,0.00164036,-0.1366377,cg16582836,0.349280789418764
1,6726521,.,503,0.028699,1_6726521,3.39443,0.000687725,0.1061895,cg27557829,0.209557448249521
1,7064942,.,503,0.0229993,1_7064942,2.9986,0.00271222,-0.1949131,cg04215950,0.547202501191137
1,7066297,.,503,0.0223435,1_7066297,2.96333,0.00304334,-0.2343232,cg24844717,0.633330576982899
1,7076473,.,503,0.0230662,1_7076473,-2.48775,0.0128553,-0.25999,cg26413691,0.677554250883017
1,7501170,.,503,0.0218712,1_7501170,,,0.3017719,cg24501872,0.733555416425486
1,7599415,.,503,0.0284138,1_7599415,-2.48915,0.012805,-0.3070708,cg23937295,0.739611512094472
1,7634244,.,503,0.0203804,1_7634244,-2.30883,0.0209533,-0.1226839,cg09889997,0.287416472737725
1,8856458,.,503,0.0285651,1_8856458,-2.93821,0.00330108,-0.1396703,cg04096767,0.36196393906103
1,8918740,.,503,0.0351258,1_8918740,3.49138,0.000480536,0.0986018,cg01550810,0.174398229635492
1,8927600,.,503,0.0301433,1_8927600,-3.15467,0.0016068,-0.1643553,cg01002223,0.455219149547762
1,9030935,.,503,0.0282912,1_9030935,-2.06537,0.0388881,-1.0130413,cg03850198,0.991313558487787
1,9188818,.,503,0.0238461,1_9188818,-2.78673,0.00532424,0.4483375,cg13693328,0.879649864741947
1,9192362,.,503,0.0244391,1_9192362,-2.77623,0.00549931,-0.3452548,cg05933510,0.782807461046862
1,9196300,.,503,0.0238693,1_9196300,-2.75553,0.00585977,-0.332983,cg08478016,0.768253930752602
1,9199177,.,503,0.0208978,1_9199177,-2.60056,0.00930722,-0.3086684,cg00011203,0.74123382120736
1,9203808,.,503,0.0330235,1_9203808,-3.19605,0.00139322,-0.1101729,cg24577933,0.228249441839037
1,9339136,.,503,0.0760973,1_9339136,4.74745,2.06001e-06,0.0674211,cg27300194,0.0530361200036226
1,9339402,.,503,0.0333504,1_9339402,-3.13922,0.00169401,-0.0481277,cg04778236,0.0101827460338086
1,9991107,.,503,0.0332193,1_9991107,3.67551,0.000237379,0.6082835,cg10796749,0.946778810752917
1,10167269,.,503,0.0201137,1_10167269,-1.87446,0.0608664,-0.4116189,cg15226751,0.851716221909836
1,10472924,.,503,0.0408611,1_10472924,3.89978,9.62794e-05,-0.3677017,cg25310676,0.808508460027012
1,10972158,.,503,0.0228442,1_10972158,-2.61129,0.00902002,0.6415237,cg02153855,0.954697411786942
1,10978419,.,503,0.0324966,1_10978419,-3.02908,0.00245302,-0.2363386,cg04353053,0.637209155808615
1,10979510,.,503,0.0332087,1_10979510,-3.06193,0.00219914,-0.2604856,cg24412659,0.678333904291638
1,11003915,.,503,0.0343598,1_11003915,-2.97103,0.00296803,-0.4974667,cg08854313,0.907370874826251
1,11044788,.,503,0.0233882,1_11044788,-2.59053,0.00958293,0.1266813,cg14475854,0.305372126996877
1,12188368,.,503,0.0299685,1_12188368,3.36059,0.000777763,0.3290959,cg13471521,0.763824081839982
1,12188963,.,503,0.0286251,1_12188963,3.32663,0.000879025,0.0767141,cg01250490,0.0836749239050398
