#CHROM,POS,ID,OBS_CT,HUDSON_FST,coords,z.glm,p.glm,beta.godmc,cpg.godmc,pct.godmc
1,1956754,.,504,0.0442728,1_1956754,-3.5521,0.00038217,-0.2403855,cg04852972,0.644411105729665
1,1956891,.,504,0.0442728,1_1956891,-3.5521,0.00038217,0.1943008,cg22380385,0.545682570808674
1,1957014,.,504,0.0442728,1_1957014,-3.5521,0.00038217,-0.1676214,cg12665890,0.466039793824988
1,2493326,.,504,0.0725592,1_2493326,-4.54854,5.40203e-06,0.116885,cg12750103,0.259809654314279
1,2494710,.,504,0.0508246,1_2494710,4.01211,6.01779e-05,0.4179937,cg10314909,0.857185608700617
1,2495250,.,504,0.0508246,1_2495250,4.01211,6.01779e-05,-0.0907395,cg09808235,0.13917207108234
1,2495327,.,504,0.0800533,1_2495327,-4.82605,1.39271e-06,0.3798884,cg17077288,0.821329427191003
1,2496273,.,504,0.0769943,1_2496273,-4.68554,2.79226e-06,-0.171609,cg21402748,0.47874656932812
1,2501310,.,504,0.0500562,1_2501310,3.93011,8.49066e-05,-0.2259227,cg05998672,0.616942104827945
1,2501323,.,504,0.0837348,1_2501323,-4.89408,9.87656e-07,0.1044029,cg18013789,0.201280521659008
1,2502461,.,504,0.0804884,1_2502461,-4.83119,1.35719e-06,0.0771139,cg27173245,0.0850688496962108
1,2505866,.,504,0.0672689,1_2505866,4.54567,5.47598e-06,0.0871647,cg17918280,0.123890076744671
1,2506868,.,504,0.0508246,1_2506868,3.96707,7.27609e-05,-0.0790559,cg21389723,0.0918022200433928
1,2507389,.,504,0.0664125,1_2507389,4.50856,6.52703e-06,-0.1933881,cg06853416,0.543379049374112
1,2507752,.,504,0.0462927,1_2507752,3.80374,0.00014253,-0.1789103,cg20776977,0.501112384282502
1,2508246,.,504,0.0832526,1_2508246,-4.90145,9.51306e-07,0.1732489,cg16648140,0.483936383431971
1,2509919,.,504,0.0655608,1_2509919,4.4884,7.17608e-06,0.1785547,cg21420674,0.499998031178261
1,2512216,.,504,0.0508246,1_2512216,3.96707,7.27609e-05,-0.1974727,cg06415891,0.553648423564434
1,2512975,.,504,0.0488567,1_2512975,-3.62013,0.00029445,-0.1032018,cg11854493,0.195685130276934
1,2513650,.,504,0.0625966,1_2513650,4.39574,1.10396e-05,0.1335499,cg00722329,0.335983367393949
1,2516749,.,504,0.0500562,1_2516749,3.94476,7.9879e-05,0.2435328,cg15627072,0.650317570946491
1,2517325,.,504,0.0655608,1_2517325,4.4884,7.17608e-06,0.1515098,cg10061384,0.408869148169586
1,2522373,.,504,0.0485351,1_2522373,3.88543,0.000102149,0.1396072,cg00295182,0.361648927582799
1,2524061,.,504,0.0634796,1_2524061,4.39442,1.1107e-05,-0.328735,cg17806162,0.763434255135672
1,2539409,.,504,0.0556684,1_2539409,-4.16484,3.11569e-05,0.4017532,cg20673091,0.842620265475923
1,2540642,.,504,0.0602041,1_2540642,-4.26397,2.00826e-05,0.0544732,cg00980319,0.02108608082407
1,2540705,.,504,0.0569685,1_2540705,-4.20634,2.59539e-05,0.0686812,cg06513673,0.0570446410641088
1,2543773,.,504,0.0561755,1_2543773,-4.1705,3.03938e-05,0.0989136,cg01564665,0.175768529565796
1,2551482,.,504,0.0810277,1_2551482,-4.83297,1.34514e-06,-0.0719933,cg00493831,0.0676369020196173
1,2551859,.,504,0.0810277,1_2551859,-4.83297,1.34514e-06,0.1160964,cg26783079,0.256084643584201
1,2556327,.,504,0.0752077,1_2556327,-4.74252,2.11073e-06,0.0911879,cg12140755,0.141030638803901
1,2557169,.,504,0.0579437,1_2557169,-4.19281,2.75522e-05,0.118889,cg24551418,0.269330876243803
1,2559459,.,504,0.0801125,1_2559459,-4.79851,1.5985e-06,-0.1032139,cg24593363,0.195771758433448
1,2567179,.,504,0.0628391,1_2567179,-4.31335,1.60798e-05,0.1470025,cg18047607,0.391299382971267
1,2569783,.,504,0.066551,1_2569783,4.5068,6.5813e-06,0.1249496,cg04563718,0.297591343484578
1,2571341,.,504,0.0628391,1_2571341,-4.31335,1.60798e-05,0.1418168,cg11229415,0.37065431821672
1,2571395,.,504,0.0628391,1_2571395,-4.31335,1.60798e-05,-0.1603188,cg01806151,0.441146011757803
1,2579841,.,504,0.0645056,1_2579841,-4.36472,1.27288e-05,-0.1063137,cg13428681,0.210120531266858
