#CHROM,POS,ID,OBS_CT,HUDSON_FST,coords,z.glm,p.glm,beta.godmc,cpg.godmc,pct.godmc
1,1185634,.,2503,0.331613,1_1185634,21.3972,1.41944e-101,0.7438649,cg02709725,0.972026980733111
1,1186277,.,2503,0.311653,1_1186277,20.39,2.05141e-92,-0.2553314,cg12108798,0.670151481144594
1,1186414,.,2503,0.319258,1_1186414,21.0786,1.24934e-98,0.1027804,cg08090128,0.193617867451045
1,1187726,.,2503,0.331809,1_1187726,21.3835,1.90273e-101,-0.0935888,cg06440474,0.151571710394197
1,1189019,.,2503,0.315763,1_1189019,20.972,1.18081e-97,-0.3254929,cg19928336,0.759705306762115
1,1189511,.,2503,0.331809,1_1189511,21.3835,1.90273e-101,-0.160016,cg12208770,0.440027721010084
1,1190173,.,2503,0.358613,1_1190173,21.4806,2.36468e-102,0.4273499,cg06910084,0.864454498560791
1,1190856,.,2503,0.316454,1_1190856,20.9899,8.11806e-98,-0.1826229,cg15924570,0.512015719072764
1,1191614,.,2503,0.333725,1_1191614,21.4248,7.84964e-102,0.1421422,cg10056813,0.371941927633988
1,1195463,.,2503,0.324759,1_1195463,-18.948,4.58788e-80,-0.1256993,cg15492552,0.30088321343209
1,1196039,.,2503,0.348948,1_1196039,21.2985,1.17288e-100,-0.1212249,cg10483828,0.280450781425348
1,1197697,.,2503,0.328904,1_1197697,-19.1074,2.19105e-81,0.1710774,cg09021712,0.476998255623939
1,1199327,.,2503,0.326445,1_1199327,21.3123,8.72144e-101,0.1249892,cg07181952,0.297740973936738
1,1220751,.,2503,0.319209,1_1220751,-19.2789,8.07588e-83,-0.1618371,cg04981007,0.446473643383381
1,1230159,.,2503,0.510911,1_1230159,-18.6385,1.56707e-77,0.2318613,cg10143960,0.628573903661615
1,1259424,.,2503,0.369136,1_1259424,-11.0982,1.28024e-28,0.2811904,cg03278726,0.707933170314893
1,1268558,.,2503,0.305653,1_1268558,20.3202,8.52769e-92,-0.4195767,cg23891364,0.858414153465717
1,1309988,.,2503,0.340474,1_1309988,-12.6461,1.1752e-36,-0.1650177,cg08161163,0.4574557310432
1,1312114,.,2503,0.354655,1_1312114,-12.8268,1.16e-37,0.3422252,cg12208770,0.779137577325474
1,1363898,.,2503,0.492141,1_1363898,21.5749,3.09223e-103,0.5290623,cg00060374,0.921562141920546
1,1367874,.,2503,0.407432,1_1367874,21.553,4.95723e-103,-0.203698,cg14795268,0.568540591197792
1,1367919,.,2503,0.411525,1_1367919,21.6139,1.32793e-103,0.3858665,cg05387269,0.827661157903441
1,1368763,.,2503,0.41835,1_1368763,21.7963,2.51703e-105,0.4077113,cg00968800,0.848203843927563
1,1370113,.,2503,0.417305,1_1370113,-14.8259,9.96118e-50,-0.3775933,cg02506753,0.818994404608618
1,1370320,.,2503,0.415615,1_1370320,21.773,4.18488e-105,-0.0975992,cg07671976,0.169921129001138
1,1430908,.,2503,0.369899,1_1430908,-11.3605,6.57891e-30,0.1737922,cg09603935,0.485586256049205
1,1431450,.,2503,0.370663,1_1431450,-11.3609,6.54511e-30,0.4956615,cg00305774,0.906504593261117
1,1434687,.,2503,0.511862,1_1434687,23.0267,2.51832e-117,0.8738788,cg09668627,0.984095857992826
1,2065711,.,2503,0.312641,1_2065711,-19.1089,2.13045e-81,0.2561472,cg15502607,0.671486342283597
1,2074688,.,2503,0.372013,1_2074688,21.7171,1.41396e-104,-0.4178246,cg13077150,0.857028102961502
1,2077005,.,2503,0.353911,1_2077005,-19.9316,2.16715e-88,-0.138747,cg06157219,0.358152300174438
1,2079137,.,2503,0.342509,1_2079137,20.9821,9.55019e-98,0.1047797,cg06888836,0.203056398867534
1,2084530,.,2503,0.330937,1_2084530,-16.0945,2.78768e-58,0.1562362,cg01927825,0.426387724002693
1,2085196,.,2503,0.342621,1_2085196,-16.4578,7.37016e-61,-0.0504235,cg21209510,0.0137975027465063
1,2088267,.,2503,0.399779,1_2088267,-18.228,3.09223e-74,-0.1287623,cg24557048,0.314920912430747
1,2088904,.,2503,0.409711,1_2088904,-18.3395,4.00158e-75,-0.1507907,cg04771433,0.406069483656811
1,3269030,.,2503,0.326175,1_3269030,-5.88768,3.91654e-09,0.1582612,cg08636115,0.434038565280222
1,3269756,.,2503,0.330938,1_3269756,-5.88437,3.99566e-09,0.1992806,cg15491247,0.55778688685969
1,3275878,.,2503,0.363275,1_3275878,-5.84522,5.05907e-09,-0.1922262,cg13434489,0.539929673687485
1,3294894,.,2503,0.339985,1_3294894,-12.017,2.89192e-33,-0.057137,cg06824308,0.0266775345626656
1,3325890,.,2503,0.342244,1_3325890,-13.6757,1.41766e-42,0.1380645,cg15491247,0.355313259226883
1,3386882,.,2503,0.4186,1_3386882,-15.722,1.06851e-55,0.518337,cg06824308,0.916982662555767
1,3391934,.,2503,0.362658,1_3391934,-14.1359,2.28308e-45,-0.0869053,cg25362585,0.122838725936076
1,3767126,.,2503,0.410992,1_3767126,-14.8047,1.36635e-49,0.393724,cg13057898,0.835308061537492
1,3773325,.,2503,0.322598,1_3773325,21.4049,1.20213e-101,-0.1223809,cg02454982,0.286006796372643
1,3775163,.,2503,0.31206,1_3775163,-7.25625,3.9798e-13,0.1220373,cg04289045,0.284376611972799
1,3779436,.,2503,0.369025,1_3779436,-18.7041,4.58244e-78,0.3615832,cg07586042,0.801842029618954
1,3783004,.,2503,0.397554,1_3783004,-8.81847,1.16033e-18,-0.1464036,cg00997310,0.388798979362811
1,3783652,.,2503,0.302675,1_3783652,20.9549,1.69264e-97,0.5102827,cg07997596,0.913352155269158
1,3794629,.,2503,0.332458,1_3794629,-18.2506,2.04681e-74,0.1433998,cg01782523,0.376737977390051
1,3803759,.,2503,0.455654,1_3803759,-18.5225,1.36092e-76,0.1069746,cg11416533,0.213361211849157
