#CHROM,POS,ID,OBS_CT,HUDSON_FST,coords,z.glm,p.glm,beta.godmc,cpg.godmc,pct.godmc
1,976669,.,347,0.0434358,1_976669,3.6083,0.000308213,0.5552424,cg25107893,0.931177867293539
1,978509,.,347,0.048964,1_978509,3.8172,0.000134974,0.538374,cg03185752,0.925153272772377
1,979472,.,347,0.0451836,1_979472,3.65837,0.000253826,-0.1542844,cg24730157,0.419162148220776
1,979560,.,347,0.0415441,1_979560,3.52113,0.000429709,0.1257834,cg03394722,0.301332104788568
1,1175206,.,347,0.0425893,1_1175206,3.34332,0.000827811,-0.2976187,cg04972348,0.728739678452034
1,1430908,.,347,0.0440945,1_1430908,3.34043,0.0008365,0.1737922,cg09603935,0.485586256049205
1,1431450,.,347,0.0440945,1_1431450,3.34043,0.0008365,0.4956615,cg00305774,0.906504593261117
1,1814287,.,347,0.040694,1_1814287,-3.15999,0.00157773,0.1417978,cg20429981,0.370575565347162
1,2237640,.,347,0.0461078,1_2237640,-3.45918,0.000541823,0.2095937,cg06157219,0.581964017813899
1,2240198,.,347,0.0431784,1_2240198,-3.37794,0.000730317,-0.4231344,cg21775570,0.861182316830669
1,2300156,.,347,0.0811332,1_2300156,-3.628,0.000285628,-0.140549,cg13214309,0.365535381695471
1,2332063,.,347,0.0470157,1_2332063,-3.50267,0.000460626,0.3675113,cg15555402,0.808295827279206
1,2334355,.,347,0.0435581,1_2334355,-3.35866,0.000783204,0.3000788,cg10220809,0.731590532330022
1,2342466,.,347,0.0485589,1_2342466,3.88582,0.000101986,0.504417,cg17866257,0.910694245921586
1,2375471,.,347,0.0620721,1_2375471,-3.41733,0.00063238,-0.305793,cg26264656,0.73825696273808
1,2877688,.,347,0.0573462,1_2877688,-4.09292,4.25968e-05,0.1866609,cg22777513,0.523797148358593
1,2881291,.,347,0.054771,1_2881291,4.11367,3.89418e-05,0.1459893,cg11414913,0.387176670249922
1,3135937,.,347,0.0588529,1_3135937,4.03487,5.46331e-05,-0.4192238,cg17455155,0.858122767848353
1,3241278,.,347,0.0419332,1_3241278,-3.43266,0.000597701,-0.2327144,cg18240463,0.630215900991892
1,3243510,.,347,0.0407006,1_3243510,-3.40793,0.000654575,0.284812,cg06379192,0.7126859059927
1,3245645,.,347,0.0428294,1_3245645,-3.5059,0.000455072,-0.2593536,cg03885431,0.676624967022236
1,3330275,.,347,0.0534503,1_3330275,-3.39488,0.000686598,0.4301107,cg03254465,0.866738331777964
1,3331407,.,347,0.0534503,1_3331407,-3.39488,0.000686598,0.1097444,cg01418153,0.226296370674006
1,3366964,.,347,0.0468204,1_3366964,3.73288,0.000189299,-0.1831957,cg16686396,0.51384672328998
1,3372960,.,347,0.0433665,1_3372960,-3.47348,0.000513756,0.3736406,cg01713250,0.81485987895684
1,3468663,.,347,0.0429592,1_3468663,-2.97468,0.00293296,-0.1409265,cg00804097,0.367019873286633
1,3479191,.,347,0.044245,1_3479191,-3.18301,0.0014575,-0.134665,cg24036039,0.340929047602172
1,3518420,.,347,0.0410296,1_3518420,3.54033,0.000399634,0.5834817,cg22400959,0.940057253336168
1,3531796,.,347,0.0415933,1_3531796,-3.47847,0.000504279,-0.0808873,cg01519195,0.0984095857992826
1,3824076,.,347,0.042548,1_3824076,3.62826,0.000285336,0.2374093,cg09262197,0.639087411747566
1,3856302,.,347,0.041101,1_3856302,3.56883,0.000358578,0.1134942,cg08889585,0.243968514602751
1,5691930,.,347,0.0416389,1_5691930,-3.25818,0.00112129,-0.1370344,cg09556918,0.351052728983812
1,5999169,.,347,0.047734,1_5999169,-3.6207,0.000293804,-0.0746559,cg20277740,0.0765202257057242
